Açude,Data do registro,Volume (%),Volume (m³),Afluência/Defluência (m²),Unnamed: 0,data
Epitácio Pessoa,20/09/2009,99.9,535680000.0,-391302.37,,2009-09-20
Epitácio Pessoa,21/09/2009,99.81,535680000.0,-391302.37,,2009-09-21
Epitácio Pessoa,22/09/2009,99.71,535680000.0,-391302.37,,2009-09-22
Epitácio Pessoa,23/09/2009,99.62,535680000.0,-391302.38,,2009-09-23
Epitácio Pessoa,24/09/2009,99.52,535680000.0,-391302.37,,2009-09-24
Epitácio Pessoa,25/09/2009,99.43,535680000.0,-391302.37,,2009-09-25
Epitácio Pessoa,26/09/2009,99.33,535680000.0,-391302.37,,2009-09-26
Epitácio Pessoa,27/09/2009,99.24,535680000.0,-391302.37,,2009-09-27
Epitácio Pessoa,28/09/2009,99.14,535680000.0,-391302.37,,2009-09-28
Epitácio Pessoa,29/09/2009,99.05,535680000.0,-391302.37,,2009-09-29
Epitácio Pessoa,30/09/2009,98.95,535680000.0,-391302.38,,2009-09-30
Epitácio Pessoa,01/10/2009,98.86,535680000.0,-391302.37,,2009-10-01
Epitácio Pessoa,02/10/2009,98.76,535680000.0,-391302.37,,2009-10-02
Epitácio Pessoa,03/10/2009,98.67,535680000.0,-391302.37,,2009-10-03
Epitácio Pessoa,04/10/2009,98.57,535680000.0,-391302.37,,2009-10-04
Epitácio Pessoa,05/10/2009,98.48,535680000.0,-391302.37,,2009-10-05
Epitácio Pessoa,06/10/2009,98.38,535680000.0,-391302.37,,2009-10-06
Epitácio Pessoa,07/10/2009,98.29,535680000.0,-391302.38,,2009-10-07
Epitácio Pessoa,08/10/2009,98.19,535680000.0,-391302.37,,2009-10-08
Epitácio Pessoa,09/10/2009,98.0,535680000.0,-782604.74,,2009-10-09
Epitácio Pessoa,10/10/2009,97.91,535680000.0,-391302.37,,2009-10-10
Epitácio Pessoa,11/10/2009,97.81,535680000.0,-391302.37,,2009-10-11
Epitácio Pessoa,12/10/2009,97.72,535680000.0,-391302.37,,2009-10-12
Epitácio Pessoa,13/10/2009,97.62,535680000.0,-391302.38,,2009-10-13
Epitácio Pessoa,14/10/2009,97.53,535680000.0,-391302.37,,2009-10-14
Epitácio Pessoa,15/10/2009,97.43,535680000.0,-391302.37,,2009-10-15
Epitácio Pessoa,16/10/2009,97.34,535680000.0,-391302.37,,2009-10-16
Epitácio Pessoa,17/10/2009,97.24,535680000.0,-391302.37,,2009-10-17
Epitácio Pessoa,18/10/2009,97.15,535680000.0,-391302.37,,2009-10-18
Epitácio Pessoa,19/10/2009,97.05,535680000.0,-391302.37,,2009-10-19
Epitácio Pessoa,20/10/2009,96.96,535680000.0,-391302.38,,2009-10-20
Epitácio Pessoa,21/10/2009,96.86,535680000.0,-391302.37,,2009-10-21
Epitácio Pessoa,22/10/2009,96.77,535680000.0,-391302.37,,2009-10-22
Epitácio Pessoa,23/10/2009,96.58,535680000.0,-757567.28,,2009-10-23
Epitácio Pessoa,24/10/2009,96.5,535680000.0,-366264.91,,2009-10-24
Epitácio Pessoa,25/10/2009,96.41,535680000.0,-366264.91,,2009-10-25
Epitácio Pessoa,26/10/2009,96.32,535680000.0,-366264.91,,2009-10-26
Epitácio Pessoa,27/10/2009,96.23,535680000.0,-366264.91,,2009-10-27
Epitácio Pessoa,28/10/2009,96.14,535680000.0,-366264.9,,2009-10-28
Epitácio Pessoa,29/10/2009,96.05,535680000.0,-366264.91,,2009-10-29
Epitácio Pessoa,30/10/2009,95.87,535680000.0,-732529.82,,2009-10-30
Epitácio Pessoa,31/10/2009,95.78,535680000.0,-366264.91,,2009-10-31
Epitácio Pessoa,01/11/2009,95.69,393961790.0,-366264.91,,2009-11-01
Epitácio Pessoa,02/11/2009,95.61,535680000.0,-366264.91,,2009-11-02
Epitácio Pessoa,03/11/2009,95.52,535680000.0,-366264.91,,2009-11-03
Epitácio Pessoa,04/11/2009,95.43,535680000.0,-366264.91,,2009-11-04
Epitácio Pessoa,05/11/2009,95.34,535680000.0,-366264.91,,2009-11-05
Epitácio Pessoa,06/11/2009,95.25,535680000.0,-366264.91,,2009-11-06
Epitácio Pessoa,07/11/2009,95.16,535680000.0,-366264.9,,2009-11-07
Epitácio Pessoa,08/11/2009,95.07,535680000.0,-366264.91,,2009-11-08
Epitácio Pessoa,09/11/2009,94.98,535680000.0,-366264.91,,2009-11-09
Epitácio Pessoa,10/11/2009,94.8,535680000.0,-732529.82,,2009-11-10
Epitácio Pessoa,11/11/2009,94.72,389932876.0,-366264.91,,2009-11-11
Epitácio Pessoa,12/11/2009,94.63,535680000.0,-366264.91,,2009-11-12
Epitácio Pessoa,13/11/2009,94.54,535680000.0,-366264.91,,2009-11-13
Epitácio Pessoa,14/11/2009,94.45,535680000.0,-366264.91,,2009-11-14
Epitácio Pessoa,15/11/2009,94.36,535680000.0,-366264.91,,2009-11-15
Epitácio Pessoa,16/11/2009,94.36,535680000.0,0.0,,2009-11-16
Epitácio Pessoa,17/11/2009,94.27,535680000.0,-366264.91,,2009-11-17
Epitácio Pessoa,18/11/2009,94.09,535680000.0,-732529.81,,2009-11-18
Epitácio Pessoa,19/11/2009,94.0,535680000.0,-366264.91,,2009-11-19
Epitácio Pessoa,20/11/2009,93.92,535680000.0,-366264.91,,2009-11-20
Epitácio Pessoa,21/11/2009,93.83,535680000.0,-366264.91,,2009-11-21
Epitácio Pessoa,22/11/2009,93.74,385903962.0,-366264.91,,2009-11-22
Epitácio Pessoa,23/11/2009,93.65,535680000.0,-366264.91,,2009-11-23
Epitácio Pessoa,24/11/2009,93.56,535680000.0,-366264.91,,2009-11-24
Epitácio Pessoa,25/11/2009,93.47,535680000.0,-366264.91,,2009-11-25
Epitácio Pessoa,26/11/2009,93.38,535680000.0,-366264.91,,2009-11-26
Epitácio Pessoa,27/11/2009,93.29,535680000.0,-366264.91,,2009-11-27
Epitácio Pessoa,28/11/2009,93.2,535680000.0,-366264.9,,2009-11-28
Epitácio Pessoa,29/11/2009,93.11,535680000.0,-366264.91,,2009-11-29
Epitácio Pessoa,30/11/2009,93.03,535680000.0,-366264.91,,2009-11-30
Epitácio Pessoa,01/12/2009,92.94,535680000.0,-366264.91,,2009-12-01
Epitácio Pessoa,02/12/2009,92.85,535680000.0,-366264.91,,2009-12-02
Epitácio Pessoa,03/12/2009,92.67,535680000.0,-732529.82,,2009-12-03
Epitácio Pessoa,04/12/2009,92.58,535680000.0,-366264.91,,2009-12-04
Epitácio Pessoa,05/12/2009,92.49,535680000.0,-366264.91,,2009-12-05
Epitácio Pessoa,06/12/2009,92.4,535680000.0,-366264.91,,2009-12-06
Epitácio Pessoa,07/12/2009,92.31,535680000.0,-366264.91,,2009-12-07
Epitácio Pessoa,08/12/2009,92.22,535680000.0,-366264.9,,2009-12-08
Epitácio Pessoa,09/12/2009,92.14,535680000.0,-366264.91,,2009-12-09
Epitácio Pessoa,10/12/2009,92.05,535680000.0,-366264.91,,2009-12-10
Epitácio Pessoa,11/12/2009,91.96,535680000.0,-366264.91,,2009-12-11
Epitácio Pessoa,12/12/2009,91.87,535680000.0,-366264.91,,2009-12-12
Epitácio Pessoa,13/12/2009,91.78,377846134.0,-366264.91,,2009-12-13
Epitácio Pessoa,14/12/2009,91.69,535680000.0,-353506.29,,2009-12-14
Epitácio Pessoa,15/12/2009,91.61,535680000.0,-353506.29,,2009-12-15
Epitácio Pessoa,16/12/2009,91.52,535680000.0,-353506.29,,2009-12-16
Epitácio Pessoa,17/12/2009,91.44,535680000.0,-353506.29,,2009-12-17
Epitácio Pessoa,18/12/2009,91.35,535680000.0,-353506.29,,2009-12-18
Epitácio Pessoa,19/12/2009,91.26,535680000.0,-353506.29,,2009-12-19
Epitácio Pessoa,20/12/2009,91.18,535680000.0,-353506.29,,2009-12-20
Epitácio Pessoa,21/12/2009,91.09,535680000.0,-353506.29,,2009-12-21
Epitácio Pessoa,22/12/2009,91.01,535680000.0,-353506.29,,2009-12-22
Epitácio Pessoa,23/12/2009,90.92,535680000.0,-353506.29,,2009-12-23
Epitácio Pessoa,24/12/2009,90.84,535680000.0,-353506.29,,2009-12-24
Epitácio Pessoa,25/12/2009,90.75,535680000.0,-353506.29,,2009-12-25
Epitácio Pessoa,26/12/2009,90.66,535680000.0,-353506.29,,2009-12-26
Epitácio Pessoa,27/12/2009,90.58,535680000.0,-353506.29,,2009-12-27
Epitácio Pessoa,28/12/2009,90.49,535680000.0,-353506.29,,2009-12-28
Epitácio Pessoa,29/12/2009,90.41,535680000.0,-353506.29,,2009-12-29
Epitácio Pessoa,30/12/2009,90.58,535680000.0,707012.58,,2009-12-30
Epitácio Pessoa,01/01/2010,90.41,535680000.0,-353506.29,,2010-01-01
Epitácio Pessoa,02/01/2010,90.32,535680000.0,-353506.29,,2010-01-02
Epitácio Pessoa,03/01/2010,90.23,535680000.0,-353506.29,,2010-01-03
Epitácio Pessoa,04/01/2010,90.15,535680000.0,-353506.29,,2010-01-04
Epitácio Pessoa,05/01/2010,90.23,535680000.0,353506.29,,2010-01-05
Epitácio Pessoa,06/01/2010,90.15,535680000.0,-353506.29,,2010-01-06
Epitácio Pessoa,07/01/2010,90.06,535680000.0,-353506.29,,2010-01-07
Epitácio Pessoa,08/01/2010,89.98,535680000.0,-353506.29,,2010-01-08
Epitácio Pessoa,09/01/2010,89.89,535680000.0,-353506.29,,2010-01-09
Epitácio Pessoa,10/01/2010,89.81,535680000.0,-353506.29,,2010-01-10
Epitácio Pessoa,11/01/2010,89.72,535680000.0,-353506.29,,2010-01-11
Epitácio Pessoa,12/01/2010,89.72,535680000.0,0.0,,2010-01-12
Epitácio Pessoa,13/01/2010,89.63,535680000.0,-353506.29,,2010-01-13
Epitácio Pessoa,14/01/2010,89.55,535680000.0,-353506.29,,2010-01-14
Epitácio Pessoa,15/01/2010,89.46,535680000.0,-353506.29,,2010-01-15
Epitácio Pessoa,16/01/2010,89.38,535680000.0,-353506.29,,2010-01-16
Epitácio Pessoa,17/01/2010,89.29,535680000.0,-353506.29,,2010-01-17
Epitácio Pessoa,18/01/2010,89.46,535680000.0,707012.58,,2010-01-18
Epitácio Pessoa,19/01/2010,89.46,535680000.0,0.0,,2010-01-19
Epitácio Pessoa,20/01/2010,89.46,535680000.0,0.0,,2010-01-20
Epitácio Pessoa,21/01/2010,89.81,535680000.0,1414025.16,,2010-01-21
Epitácio Pessoa,22/01/2010,89.81,535680000.0,0.0,,2010-01-22
Epitácio Pessoa,23/01/2010,89.81,535680000.0,0.0,,2010-01-23
Epitácio Pessoa,24/01/2010,89.81,535680000.0,0.0,,2010-01-24
Epitácio Pessoa,25/01/2010,89.72,535680000.0,-353506.29,,2010-01-25
Epitácio Pessoa,26/01/2010,89.63,535680000.0,-353506.29,,2010-01-26
Epitácio Pessoa,27/01/2010,90.06,535680000.0,1767531.45,,2010-01-27
Epitácio Pessoa,28/01/2010,89.98,535680000.0,-353506.29,,2010-01-28
Epitácio Pessoa,29/01/2010,89.98,535680000.0,0.0,,2010-01-29
Epitácio Pessoa,30/01/2010,89.89,535680000.0,-353506.29,,2010-01-30
Epitácio Pessoa,31/01/2010,89.81,535680000.0,-353506.29,,2010-01-31
Epitácio Pessoa,01/02/2010,89.72,535680000.0,-353506.29,,2010-02-01
Epitácio Pessoa,02/02/2010,89.63,535680000.0,-353506.29,,2010-02-02
Epitácio Pessoa,03/02/2010,89.63,535680000.0,0.0,,2010-02-03
Epitácio Pessoa,04/02/2010,89.55,535680000.0,-353506.29,,2010-02-04
Epitácio Pessoa,05/02/2010,89.46,535680000.0,-353506.29,,2010-02-05
Epitácio Pessoa,06/02/2010,89.38,535680000.0,-353506.29,,2010-02-06
Epitácio Pessoa,07/02/2010,89.29,535680000.0,-353506.29,,2010-02-07
Epitácio Pessoa,08/02/2010,89.12,535680000.0,-707012.58,,2010-02-08
Epitácio Pessoa,09/02/2010,89.03,535680000.0,-353506.29,,2010-02-09
Epitácio Pessoa,10/02/2010,89.12,535680000.0,353506.29,,2010-02-10
Epitácio Pessoa,11/02/2010,89.38,535680000.0,1060518.87,,2010-02-11
Epitácio Pessoa,12/02/2010,89.38,535680000.0,0.0,,2010-02-12
Epitácio Pessoa,13/02/2010,89.38,535680000.0,0.0,,2010-02-13
Epitácio Pessoa,14/02/2010,89.38,535680000.0,0.0,,2010-02-14
Epitácio Pessoa,15/02/2010,89.29,535680000.0,-353506.29,,2010-02-15
Epitácio Pessoa,16/02/2010,89.2,535680000.0,-353506.29,,2010-02-16
Epitácio Pessoa,17/02/2010,89.12,535680000.0,-353506.29,,2010-02-17
Epitácio Pessoa,18/02/2010,89.03,535680000.0,-353506.29,,2010-02-18
Epitácio Pessoa,19/02/2010,88.95,535680000.0,-353506.29,,2010-02-19
Epitácio Pessoa,20/02/2010,88.86,535680000.0,-353506.29,,2010-02-20
Epitácio Pessoa,21/02/2010,88.77,535680000.0,-353506.29,,2010-02-21
Epitácio Pessoa,22/02/2010,88.69,535680000.0,-353506.29,,2010-02-22
Epitácio Pessoa,23/02/2010,88.6,535680000.0,-353506.29,,2010-02-23
Epitácio Pessoa,24/02/2010,88.52,535680000.0,-353506.29,,2010-02-24
Epitácio Pessoa,25/02/2010,88.43,535680000.0,-353506.29,,2010-02-25
Epitácio Pessoa,26/02/2010,88.35,535680000.0,-353506.29,,2010-02-26
Epitácio Pessoa,27/02/2010,88.35,535680000.0,0.0,,2010-02-27
Epitácio Pessoa,28/02/2010,88.26,535680000.0,-353506.29,,2010-02-28
Epitácio Pessoa,01/03/2010,88.17,535680000.0,-353506.29,,2010-03-01
Epitácio Pessoa,02/03/2010,88.09,535680000.0,-353506.29,,2010-03-02
Epitácio Pessoa,03/03/2010,88.0,535680000.0,-353506.29,,2010-03-03
Epitácio Pessoa,04/03/2010,87.92,535680000.0,-353506.29,,2010-03-04
Epitácio Pessoa,05/03/2010,87.74,535680000.0,-707012.58,,2010-03-05
Epitácio Pessoa,06/03/2010,87.66,535680000.0,-353506.29,,2010-03-06
Epitácio Pessoa,07/03/2010,87.57,535680000.0,-353506.29,,2010-03-07
Epitácio Pessoa,08/03/2010,87.49,535680000.0,-353506.29,,2010-03-08
Epitácio Pessoa,09/03/2010,87.4,535680000.0,-353506.29,,2010-03-09
Epitácio Pessoa,10/03/2010,87.31,535680000.0,-353506.29,,2010-03-10
Epitácio Pessoa,11/03/2010,87.14,535680000.0,-707012.58,,2010-03-11
Epitácio Pessoa,12/03/2010,87.06,535680000.0,-353506.29,,2010-03-12
Epitácio Pessoa,13/03/2010,86.97,535680000.0,-353506.29,,2010-03-13
Epitácio Pessoa,14/03/2010,86.8,535680000.0,-707012.58,,2010-03-14
Epitácio Pessoa,15/03/2010,86.71,535680000.0,-353506.29,,2010-03-15
Epitácio Pessoa,16/03/2010,86.63,535680000.0,-353506.29,,2010-03-16
Epitácio Pessoa,17/03/2010,86.54,535680000.0,-353506.29,,2010-03-17
Epitácio Pessoa,18/03/2010,86.46,535680000.0,-353506.29,,2010-03-18
Epitácio Pessoa,19/03/2010,86.37,535680000.0,-353506.29,,2010-03-19
Epitácio Pessoa,20/03/2010,86.37,535680000.0,0.0,,2010-03-20
Epitácio Pessoa,21/03/2010,86.89,535680000.0,2121037.74,,2010-03-21
Epitácio Pessoa,22/03/2010,87.06,535680000.0,707012.58,,2010-03-22
Epitácio Pessoa,23/03/2010,87.49,535680000.0,1767531.45,,2010-03-23
Epitácio Pessoa,24/03/2010,87.57,535680000.0,353506.29,,2010-03-24
Epitácio Pessoa,25/03/2010,87.57,535680000.0,0.0,,2010-03-25
Epitácio Pessoa,26/03/2010,87.74,535680000.0,707012.58,,2010-03-26
Epitácio Pessoa,27/03/2010,87.74,535680000.0,0.0,,2010-03-27
Epitácio Pessoa,28/03/2010,87.66,535680000.0,-353506.29,,2010-03-28
Epitácio Pessoa,29/03/2010,87.57,535680000.0,-353506.29,,2010-03-29
Epitácio Pessoa,30/03/2010,87.49,535680000.0,-353506.29,,2010-03-30
Epitácio Pessoa,31/03/2010,87.92,535680000.0,1767531.45,,2010-03-31
Epitácio Pessoa,01/04/2010,87.92,535680000.0,0.0,,2010-04-01
Epitácio Pessoa,02/04/2010,87.92,535680000.0,0.0,,2010-04-02
Epitácio Pessoa,03/04/2010,87.92,535680000.0,0.0,,2010-04-03
Epitácio Pessoa,04/04/2010,87.83,535680000.0,-353506.29,,2010-04-04
Epitácio Pessoa,05/04/2010,87.74,535680000.0,-353506.29,,2010-04-05
Epitácio Pessoa,06/04/2010,87.66,535680000.0,-353506.29,,2010-04-06
Epitácio Pessoa,07/04/2010,87.66,535680000.0,0.0,,2010-04-07
Epitácio Pessoa,08/04/2010,87.57,535680000.0,-353506.29,,2010-04-08
Epitácio Pessoa,09/04/2010,87.66,535680000.0,353506.29,,2010-04-09
Epitácio Pessoa,10/04/2010,87.74,535680000.0,353506.29,,2010-04-10
Epitácio Pessoa,11/04/2010,88.17,535680000.0,1767531.45,,2010-04-11
Epitácio Pessoa,12/04/2010,88.35,535680000.0,707012.58,,2010-04-12
Epitácio Pessoa,13/04/2010,88.43,535680000.0,353506.29,,2010-04-13
Epitácio Pessoa,14/04/2010,88.43,535680000.0,0.0,,2010-04-14
Epitácio Pessoa,15/04/2010,88.35,535680000.0,-353506.29,,2010-04-15
Epitácio Pessoa,16/04/2010,88.26,535680000.0,-353506.29,,2010-04-16
Epitácio Pessoa,17/04/2010,88.26,535680000.0,0.0,,2010-04-17
Epitácio Pessoa,18/04/2010,88.26,535680000.0,0.0,,2010-04-18
Epitácio Pessoa,19/04/2010,88.26,535680000.0,0.0,,2010-04-19
Epitácio Pessoa,20/04/2010,88.17,535680000.0,-353506.29,,2010-04-20
Epitácio Pessoa,21/04/2010,88.09,535680000.0,-353506.29,,2010-04-21
Epitácio Pessoa,22/04/2010,88.09,535680000.0,0.0,,2010-04-22
Epitácio Pessoa,23/04/2010,88.0,535680000.0,-353506.29,,2010-04-23
Epitácio Pessoa,24/04/2010,88.0,535680000.0,0.0,,2010-04-24
Epitácio Pessoa,25/04/2010,87.92,535680000.0,-353506.29,,2010-04-25
Epitácio Pessoa,26/04/2010,87.83,535680000.0,-353506.29,,2010-04-26
Epitácio Pessoa,27/04/2010,87.92,535680000.0,353506.29,,2010-04-27
Epitácio Pessoa,28/04/2010,87.83,535680000.0,-353506.29,,2010-04-28
Epitácio Pessoa,29/04/2010,87.74,535680000.0,-353506.29,,2010-04-29
Epitácio Pessoa,30/04/2010,87.66,535680000.0,-353506.29,,2010-04-30
Epitácio Pessoa,01/05/2010,87.57,535680000.0,-353506.29,,2010-05-01
Epitácio Pessoa,02/05/2010,87.49,535680000.0,-353506.29,,2010-05-02
Epitácio Pessoa,03/05/2010,89.03,535680000.0,6363113.22,,2010-05-03
Epitácio Pessoa,04/05/2010,90.06,535680000.0,4242075.48,,2010-05-04
Epitácio Pessoa,05/05/2010,90.23,535680000.0,707012.58,,2010-05-05
Epitácio Pessoa,06/05/2010,90.23,535680000.0,0.0,,2010-05-06
Epitácio Pessoa,07/05/2010,90.23,535680000.0,0.0,,2010-05-07
Epitácio Pessoa,08/05/2010,90.23,535680000.0,0.0,,2010-05-08
Epitácio Pessoa,09/05/2010,90.15,535680000.0,-353506.29,,2010-05-09
Epitácio Pessoa,10/05/2010,90.06,535680000.0,-353506.29,,2010-05-10
Epitácio Pessoa,11/05/2010,89.98,535680000.0,-353506.29,,2010-05-11
Epitácio Pessoa,12/05/2010,89.89,535680000.0,-353506.29,,2010-05-12
Epitácio Pessoa,13/05/2010,89.89,535680000.0,0.0,,2010-05-13
Epitácio Pessoa,14/05/2010,89.81,535680000.0,-353506.29,,2010-05-14
Epitácio Pessoa,15/05/2010,89.72,535680000.0,-353506.29,,2010-05-15
Epitácio Pessoa,16/05/2010,89.63,535680000.0,-353506.29,,2010-05-16
Epitácio Pessoa,17/05/2010,89.55,535680000.0,-353506.29,,2010-05-17
Epitácio Pessoa,18/05/2010,89.46,535680000.0,-353506.29,,2010-05-18
Epitácio Pessoa,19/05/2010,89.38,535680000.0,-353506.29,,2010-05-19
Epitácio Pessoa,20/05/2010,89.29,535680000.0,-353506.29,,2010-05-20
Epitácio Pessoa,21/05/2010,89.2,535680000.0,-353506.29,,2010-05-21
Epitácio Pessoa,22/05/2010,89.12,535680000.0,-353506.29,,2010-05-22
Epitácio Pessoa,23/05/2010,89.03,535680000.0,-353506.29,,2010-05-23
Epitácio Pessoa,24/05/2010,89.03,535680000.0,0.0,,2010-05-24
Epitácio Pessoa,25/05/2010,88.95,535680000.0,-353506.29,,2010-05-25
Epitácio Pessoa,26/05/2010,88.86,535680000.0,-353506.29,,2010-05-26
Epitácio Pessoa,27/05/2010,88.77,535680000.0,-353506.29,,2010-05-27
Epitácio Pessoa,28/05/2010,88.69,535680000.0,-353506.29,,2010-05-28
Epitácio Pessoa,29/05/2010,88.6,535680000.0,-353506.29,,2010-05-29
Epitácio Pessoa,30/05/2010,88.52,535680000.0,-353506.29,,2010-05-30
Epitácio Pessoa,31/05/2010,88.43,535680000.0,-353506.29,,2010-05-31
Epitácio Pessoa,01/06/2010,88.35,535680000.0,-353506.29,,2010-06-01
Epitácio Pessoa,02/06/2010,88.26,535680000.0,-353506.29,,2010-06-02
Epitácio Pessoa,03/06/2010,88.17,535680000.0,-353506.29,,2010-06-03
Epitácio Pessoa,04/06/2010,88.09,535680000.0,-353506.29,,2010-06-04
Epitácio Pessoa,05/06/2010,88.17,535680000.0,353506.29,,2010-06-05
Epitácio Pessoa,06/06/2010,88.17,535680000.0,0.0,,2010-06-06
Epitácio Pessoa,07/06/2010,88.09,535680000.0,-353506.29,,2010-06-07
Epitácio Pessoa,08/06/2010,88.09,535680000.0,0.0,,2010-06-08
Epitácio Pessoa,09/06/2010,88.0,535680000.0,-353506.29,,2010-06-09
Epitácio Pessoa,10/06/2010,87.92,535680000.0,-353506.29,,2010-06-10
Epitácio Pessoa,11/06/2010,87.83,535680000.0,-353506.29,,2010-06-11
Epitácio Pessoa,12/06/2010,87.74,535680000.0,-353506.29,,2010-06-12
Epitácio Pessoa,13/06/2010,87.66,535680000.0,-353506.29,,2010-06-13
Epitácio Pessoa,14/06/2010,87.57,535680000.0,-353506.29,,2010-06-14
Epitácio Pessoa,15/06/2010,87.49,535680000.0,-353506.29,,2010-06-15
Epitácio Pessoa,16/06/2010,87.4,535680000.0,-353506.29,,2010-06-16
Epitácio Pessoa,17/06/2010,87.49,535680000.0,353506.29,,2010-06-17
Epitácio Pessoa,18/06/2010,88.0,535680000.0,2121037.74,,2010-06-18
Epitácio Pessoa,19/06/2010,88.17,535680000.0,707012.58,,2010-06-19
Epitácio Pessoa,20/06/2010,88.17,535680000.0,0.0,,2010-06-20
Epitácio Pessoa,21/06/2010,88.17,535680000.0,0.0,,2010-06-21
Epitácio Pessoa,22/06/2010,88.09,535680000.0,-353506.29,,2010-06-22
Epitácio Pessoa,23/06/2010,88.17,535680000.0,353506.29,,2010-06-23
Epitácio Pessoa,24/06/2010,88.17,535680000.0,0.0,,2010-06-24
Epitácio Pessoa,25/06/2010,88.17,535680000.0,0.0,,2010-06-25
Epitácio Pessoa,26/06/2010,88.09,535680000.0,-353506.29,,2010-06-26
Epitácio Pessoa,27/06/2010,88.09,535680000.0,0.0,,2010-06-27
Epitácio Pessoa,28/06/2010,88.09,535680000.0,0.0,,2010-06-28
Epitácio Pessoa,29/06/2010,88.09,535680000.0,0.0,,2010-06-29
Epitácio Pessoa,30/06/2010,88.09,535680000.0,0.0,,2010-06-30
Epitácio Pessoa,01/07/2010,88.09,535680000.0,0.0,,2010-07-01
Epitácio Pessoa,02/07/2010,88.09,535680000.0,0.0,,2010-07-02
Epitácio Pessoa,03/07/2010,88.09,535680000.0,0.0,,2010-07-03
Epitácio Pessoa,04/07/2010,88.09,535680000.0,0.0,,2010-07-04
Epitácio Pessoa,05/07/2010,88.0,535680000.0,-353506.29,,2010-07-05
Epitácio Pessoa,06/07/2010,88.0,535680000.0,0.0,,2010-07-06
Epitácio Pessoa,07/07/2010,87.92,535680000.0,-353506.29,,2010-07-07
Epitácio Pessoa,08/07/2010,87.83,535680000.0,-353506.29,,2010-07-08
Epitácio Pessoa,09/07/2010,87.83,535680000.0,0.0,,2010-07-09
Epitácio Pessoa,10/07/2010,87.74,535680000.0,-353506.29,,2010-07-10
Epitácio Pessoa,11/07/2010,87.66,535680000.0,-353506.29,,2010-07-11
Epitácio Pessoa,12/07/2010,87.66,535680000.0,0.0,,2010-07-12
Epitácio Pessoa,13/07/2010,87.49,535680000.0,-707012.58,,2010-07-13
Epitácio Pessoa,14/07/2010,87.49,535680000.0,0.0,,2010-07-14
Epitácio Pessoa,15/07/2010,87.49,535680000.0,0.0,,2010-07-15
Epitácio Pessoa,16/07/2010,87.4,535680000.0,-353506.29,,2010-07-16
Epitácio Pessoa,17/07/2010,87.31,535680000.0,-353506.29,,2010-07-17
Epitácio Pessoa,18/07/2010,87.23,535680000.0,-353506.29,,2010-07-18
Epitácio Pessoa,19/07/2010,87.14,535680000.0,-353506.29,,2010-07-19
Epitácio Pessoa,20/07/2010,87.06,535680000.0,-353506.29,,2010-07-20
Epitácio Pessoa,21/07/2010,86.97,535680000.0,-353506.29,,2010-07-21
Epitácio Pessoa,22/07/2010,86.97,535680000.0,0.0,,2010-07-22
Epitácio Pessoa,23/07/2010,87.06,535680000.0,353506.29,,2010-07-23
Epitácio Pessoa,24/07/2010,86.97,535680000.0,-353506.29,,2010-07-24
Epitácio Pessoa,25/07/2010,86.89,535680000.0,-353506.29,,2010-07-25
Epitácio Pessoa,26/07/2010,86.8,535680000.0,-353506.29,,2010-07-26
Epitácio Pessoa,27/07/2010,86.71,535680000.0,-353506.29,,2010-07-27
Epitácio Pessoa,28/07/2010,86.63,535680000.0,-353506.29,,2010-07-28
Epitácio Pessoa,29/07/2010,86.54,535680000.0,-353506.29,,2010-07-29
Epitácio Pessoa,30/07/2010,86.54,535680000.0,0.0,,2010-07-30
Epitácio Pessoa,31/07/2010,86.46,535680000.0,-353506.29,,2010-07-31
Epitácio Pessoa,01/08/2010,86.37,535680000.0,-353506.29,,2010-08-01
Epitácio Pessoa,02/08/2010,86.37,535680000.0,0.0,,2010-08-02
Epitácio Pessoa,03/08/2010,86.28,535680000.0,-353506.29,,2010-08-03
Epitácio Pessoa,04/08/2010,86.2,535680000.0,-353506.29,,2010-08-04
Epitácio Pessoa,05/08/2010,86.11,535680000.0,-353506.29,,2010-08-05
Epitácio Pessoa,06/08/2010,86.11,535680000.0,0.0,,2010-08-06
Epitácio Pessoa,07/08/2010,86.03,535680000.0,-353506.29,,2010-08-07
Epitácio Pessoa,08/08/2010,86.03,535680000.0,0.0,,2010-08-08
Epitácio Pessoa,09/08/2010,85.94,535680000.0,-353506.29,,2010-08-09
Epitácio Pessoa,10/08/2010,85.94,535680000.0,0.0,,2010-08-10
Epitácio Pessoa,11/08/2010,85.86,535680000.0,-353506.29,,2010-08-11
Epitácio Pessoa,12/08/2010,85.77,535680000.0,-353506.29,,2010-08-12
Epitácio Pessoa,13/08/2010,85.68,535680000.0,-353506.29,,2010-08-13
Epitácio Pessoa,14/08/2010,85.6,535680000.0,-353506.29,,2010-08-14
Epitácio Pessoa,15/08/2010,85.51,535680000.0,-353506.29,,2010-08-15
Epitácio Pessoa,16/08/2010,85.43,535680000.0,-353506.29,,2010-08-16
Epitácio Pessoa,17/08/2010,85.34,535680000.0,-353506.29,,2010-08-17
